"RANKINDEX","PrePRODUCT_ID","PrePRODUCT_NAME","PreCATEGORY","PreBRAND","PreCOST_PRICE","PreUNIT_PRICE","TRANSACTION_ID","STORE_ID","TRANSACTION_DATE","PRODUCT_ID","QUANTITY","DISCOUNT_PERCENT","f","o_YEAR","o_MONTH","TOTAL_QUANTITY"
13,"P_030","Product 030","Home","BrandB","272.48","363.65","114765","105","1/12/2025","P_030","1","5",,"2025","1","37"
13,"P_044","Product 044","Grocery","BrandD","145.03","274.52","114679","103","1/1/2025","P_044","3","5",,"2025","1","37"
16,"P_004","Product 004","Sports","BrandC","89.45","155.17","114681","102","1/31/2025","P_004","3","5",,"2025","1","38"
16,"P_015","Product 015","Home","BrandD","281.43","463.89","114678","104","1/8/2025","P_015","1","0",,"2025","1","38"
18,"P_001","Product 001","Home","BrandD","291.46","482.98","114706","107","1/9/2025","P_001","4","10",,"2025","1","39"
18,"P_031","Product 031","Clothing","BrandD","69.33","125.63","114726","107","1/29/2025","P_031","1","20",,"2025","1","39"
20,"P_033","Product 033","Home","BrandC","17.69","29.81","114684","104","1/19/2025","P_033","3","0",,"2025","1","40"
21,"P_002","Product 002","Sports","BrandC","165.08","307.45","114751","107","1/1/2025","P_002","4","20",,"2025","1","41"
22,"P_025","Product 025","Electronics","BrandB","92.74","144.61","114671","102","1/12/2025","P_025","1","15",,"2025","1","43"
22,"P_041","Product 041","Home","BrandB","230.38","350.8","114672","107","1/9/2025","P_041","2","20",,"2025","1","43"
24,"P_017","Product 017","Home","BrandB","314.84","458.33","114681","104","1/31/2025","P_017","5","10",,"2025","1","44"
24,"P_027","Product 027","Clothing","BrandD","116.38","197.63","114698","102","1/17/2025","P_027","2","10",,"2025","1","44"
26,"P_029","Product 029","Home","BrandB","316.8","425.97","114741","104","1/3/2025","P_029","1","10",,"2025","1","45"
27,"P_042","Product 042","Electronics","BrandD","54.28","78.27","114682","108","1/16/2025","P_042","4","10",,"2025","1","46"
28,"P_003","Product 003","Clothing","BrandD","95.83","145.24","114672","106","1/9/2025","P_003","5","5",,"2025","1","47"
29,"P_012","Product 012","Clothing","BrandD","260.56","358.56","114676","101","1/22/2025","P_012","5","10",,"2025","1","48"
29,"P_040","Product 040","Grocery","BrandA","196.15","286.01","114713","106","1/30/2025","P_040","2","20",,"2025","1","48"
31,"P_011","Product 011","Home","BrandA","63.95","107.43","114675","102","1/10/2025","P_011","3","10",,"2025","1","49"
31,"P_016","Product 016","Grocery","BrandB","183.48","329.03","114677","108","1/18/2025","P_016","2","15",,"2025","1","49"
33,"P_009","Product 009","Clothing","BrandC","96.09","153.81","114688","104","1/24/2025","P_009","1","15",,"2025","1","52"
34,"P_005","Product 005","Sports","BrandD","58.75","90.98","114667","105","1/17/2025","P_005","3","0",,"2025","1","53"
34,"P_010","Product 010","Sports","BrandB","13.81","16.9","114665","101","1/18/2025","P_010","5","10",,"2025","1","53"
34,"P_024","Product 024","Electronics","BrandC","208.42","299.74","114804","102","1/8/2025","P_024","3","5",,"2025","1","53"
34,"P_037","Product 037","Clothing","BrandB","67.57","108.84","114695","101","1/19/2025","P_037","3","10",,"2025","1","53"
38,"P_007","Product 007","Clothing","BrandD","133.42","217.47","114765","107","1/12/2025","P_007","3","20",,"2025","1","55"
38,"P_008","Product 008","Clothing","BrandC","110.44","203.49","114666","101","1/16/2025","P_008","2","20",,"2025","1","55"
38,"P_028","Product 028","Grocery","BrandB","285.08","486.14","114671","105","1/12/2025","P_028","4","15",,"2025","1","55"
38,"P_032","Product 032","Home","BrandB","115.04","135.47","114736","104","1/29/2025","P_032","2","20",,"2025","1","55"
42,"P_039","Product 039","Electronics","BrandD","179.34","242.93","114707","107","1/10/2025","P_039","3","0",,"2025","1","56"
43,"P_006","Product 006","Grocery","BrandA","14.29","17.66","114696","106","1/22/2025","P_006","3","0",,"2025","1","58"
44,"P_018","Product 018","Sports","BrandB","285.64","426.52","114669","106","1/1/2025","P_018","2","0",,"2025","1","60"
44,"P_022","Product 022","Sports","BrandB","188.76","337.73","114700","101","1/20/2025","P_022","5","0",,"2025","1","60"
46,"P_035","Product 035","Clothing","BrandC","41.43","64.34","114670","104","1/2/2025","P_035","3","0",,"2025","1","61"
47,"P_023","Product 023","Home","BrandA","193.9","336.3","114673","108","1/16/2025","P_023","5","5",,"2025","1","62"
48,"P_038","Product 038","Sports","BrandC","324.13","448.92","114685","104","1/3/2025","P_038","1","20",,"2025","1","63"
49,"P_048","Product 048","Sports","BrandA","232.9","350.44","114714","107","1/10/2025","P_048","5","0",,"2025","1","68"
50,"P_013","Product 013","Sports","BrandB","198.67","397.19","114703","102","1/9/2025","P_013","5","0",,"2025","1","86"
1,"P_040","Product 040","Grocery","BrandA","196.15","286.01","118738","106","10/27/2025","P_040","2","10",,"2025","10","11"
2,"P_012","Product 012","Clothing","BrandD","260.56","358.56","118778","106","10/18/2025","P_012","3","10",,"2025","10","14"
2,"P_014","Product 014","Grocery","BrandD","191.33","306.92","118770","107","10/21/2025","P_014","3","0",,"2025","10","14"
2,"P_045","Product 045","Grocery","BrandA","68.92","109.5","118887","102","10/19/2025","P_045","2","0",,"2025","10","14"
5,"P_001","Product 001","Home","BrandD","291.46","482.98","118731","102","10/19/2025","P_001","2","10",,"2025","10","17"
5,"P_048","Product 048","Sports","BrandA","232.9","350.44","118793","102","10/12/2025","P_048","2","0",,"2025","10","17"
7,"P_036","Product 036","Sports","BrandD","115.24","225.27","118730","104","10/22/2025","P_036","3","15",,"2025","10","18"
8,"P_022","Product 022","Sports","BrandB","188.76","337.73","118748","105","10/5/2025","P_022","3","5",,"2025","10","19"
9,"P_016","Product 016","Grocery","BrandB","183.48","329.03","118756","101","10/31/2025","P_016","4","0",,"2025","10","20"
10,"P_009","Product 009","Clothing","BrandC","96.09","153.81","118744","104","10/25/2025","P_009","1","5",,"2025","10","22"
11,"P_023","Product 023","Home","BrandA","193.9","336.3","118745","106","10/14/2025","P_023","2","10",,"2025","10","23"
11,"P_034","Product 034","Electronics","BrandD","301.56","358.22","118775","106","10/7/2025","P_034","1","5",,"2025","10","23"
11,"P_043","Product 043","Home","BrandA","216.59","306.16","118757","105","10/20/2025","P_043","2","15",,"2025","10","23"
14,"P_047","Product 047","Grocery","BrandC","237.02","303.44","118820","107","10/3/2025","P_047","3","0",,"2025","10","24"
15,"P_030","Product 030","Home","BrandB","272.48","363.65","118787","101","10/4/2025","P_030","4","10",,"2025","10","25"
15,"P_044","Product 044","Grocery","BrandD","145.03","274.52","118737","105","10/24/2025","P_044","2","5",,"2025","10","25"
17,"P_002","Product 002","Sports","BrandC","165.08","307.45","118752","103","10/17/2025","P_002","5","20",,"2025","10","26"
17,"P_020","Product 020","Home","BrandB","33.73","56.75","118737","105","10/24/2025","P_020","4","5",,"2025","10","26"
17,"P_029","Product 029","Home","BrandB","316.8","425.97","118739","105","10/6/2025","P_029","4","0",,"2025","10","26"
17,"P_033","Product 033","Home","BrandC","17.69","29.81","118842","104","10/30/2025","P_033","1","0",,"2025","10","26"
17,"P_049","Product 049","Grocery","BrandD","372.65","441.43","118798","105","10/15/2025","P_049","2","20",,"2025","10","26"
22,"P_039","Product 039","Electronics","BrandD","179.34","242.93","118800","107","10/28/2025","P_039","4","10",,"2025","10","27"
23,"P_042","Product 042","Electronics","BrandD","54.28","78.27","118750","105","10/28/2025","P_042","4","10",,"2025","10","28"
24,"P_005","Product 005","Sports","BrandD","58.75","90.98","118767","102","10/18/2025","P_005","4","15",,"2025","10","30"
24,"P_006","Product 006","Grocery","BrandA","14.29","17.66","118754","101","10/2/2025","P_006","5","20",,"2025","10","30"
24,"P_008","Product 008","Clothing","BrandC","110.44","203.49","118736","104","10/15/2025","P_008","4","20",,"2025","10","30"
27,"P_004","Product 004","Sports","BrandC","89.45","155.17","118772","103","10/27/2025","P_004","2","10",,"2025","10","31"
27,"P_010","Product 010","Sports","BrandB","13.81","16.9","118804","106","10/12/2025","P_010","2","20",,"2025","10","31"
29,"P_013","Product 013","Sports","BrandB","198.67","397.19","118769","101","10/17/2025","P_013","3","15",,"2025","10","32"
30,"P_007","Product 007","Clothing","BrandD","133.42","217.47","118740","106","10/5/2025","P_007","2","5",,"2025","10","36"
30,"P_027","Product 027","Clothing","BrandD","116.38","197.63","118743","104","10/23/2025","P_027","5","5",,"2025","10","36"
32,"P_015","Product 015","Home","BrandD","281.43","463.89","118736","104","10/15/2025","P_015","4","20",,"2025","10","38"
32,"P_026","Product 026","Clothing","BrandB","148.98","285.01","118744","104","10/25/2025","P_026","1","15",,"2025","10","38"
32,"P_031","Product 031","Clothing","BrandD","69.33","125.63","118845","104","10/20/2025","P_031","3","0",,"2025","10","38"
35,"P_019","Product 019","Electronics","BrandB","170.91","230.23","118773","104","10/14/2025","P_019","1","0",,"2025","10","39"
35,"P_035","Product 035","Clothing","BrandC","41.43","64.34","118731","101","10/19/2025","P_035","2","10",,"2025","10","39"
37,"P_038","Product 038","Sports","BrandC","324.13","448.92","118729","104","10/21/2025","P_038","5","10",,"2025","10","40"
38,"P_037","Product 037","Clothing","BrandB","67.57","108.84","118770","104","10/21/2025","P_037","5","0",,"2025","10","41"
38,"P_046","Product 046","Electronics","BrandB","276","472","118816","102","10/31/2025","P_046","5","0",,"2025","10","41"
40,"P_011","Product 011","Home","BrandA","63.95","107.43","118756","102","10/31/2025","P_011","4","15",,"2025","10","42"
40,"P_032","Product 032","Home","BrandB","115.04","135.47","118781","105","10/7/2025","P_032","3","20",,"2025","10","42"
42,"P_024","Product 024","Electronics","BrandC","208.42","299.74","118733","102","10/7/2025","P_024","5","10",,"2025","10","44"
43,"P_041","Product 041","Home","BrandB","230.38","350.8","118741","104","10/2/2025","P_041","3","5",,"2025","10","47"
44,"P_017","Product 017","Home","BrandB","314.84","458.33","118735","104","10/4/2025","P_017","5","20",,"2025","10","50"
45,"P_018","Product 018","Sports","BrandB","285.64","426.52","118732","103","10/28/2025","P_018","5","10",,"2025","10","51"
45,"P_025","Product 025","Electronics","BrandB","92.74","144.61","118742","108","10/29/2025","P_025","5","15",,"2025","10","51"
47,"P_021","Product 021","Grocery","BrandD","112.23","191.7","118737","107","10/24/2025","P_021","1","0",,"2025","10","54"
47,"P_050","Product 050","Home","BrandB","202.07","315.93","118760","108","10/6/2025","P_050","3","0",,"2025","10","54"
49,"P_028","Product 028","Grocery","BrandB","285.08","486.14","118753","107","10/14/2025","P_028","3","15",,"2025","10","56"
50,"P_003","Product 003","Clothing","BrandD","95.83","145.24","118749","103","10/13/2025","P_003","3","10",,"2025","10","63"
1,"P_008","Product 008","Clothing","BrandC","110.44","203.49","119117","105","11/29/2025","P_008","5","5",,"2025","11","11"
2,"P_042","Product 042","Electronics","BrandD","54.28","78.27","119209","104","11/18/2025","P_042","1","20",,"2025","11","14"
2,"P_049","Product 049","Grocery","BrandD","372.65","441.43","119089","103","11/1/2025","P_049","1","5",,"2025","11","14"
4,"P_044","Product 044","Grocery","BrandD","145.03","274.52","119107","102","11/2/2025","P_044","1","15",,"2025","11","17"
5,"P_015","Product 015","Home","BrandD","281.43","463.89","119113","105","11/8/2025","P_015","1","0",,"2025","11","19"
6,"P_005","Product 005","Sports","BrandD","58.75","90.98","119099","108","11/5/2025","P_005","3","20",,"2025","11","22"
6,"P_040","Product 040","Grocery","BrandA","196.15","286.01","119094","103","11/23/2025","P_040","4","5",,"2025","11","22"
8,"P_002","Product 002","Sports","BrandC","165.08","307.45","119115","104","11/22/2025","P_002","1","0",,"2025","11","23"
8,"P_012","Product 012","Clothing","BrandD","260.56","358.56","119135","108","11/18/2025","P_012","2","5",,"2025","11","23"
10,"P_039","Product 039","Electronics","BrandD","179.34","242.93","119094","105","11/23/2025","P_039","1","5",,"2025","11","24"
10,"P_043","Product 043","Home","BrandA","216.59","306.16","119129","104","11/2/2025","P_043","2","15",,"2025","11","24"
12,"P_019","Product 019","Electronics","BrandB","170.91","230.23","119142","103","11/26/2025","P_019","3","10",,"2025","11","25"
12,"P_033","Product 033","Home","BrandC","17.69","29.81","119121","101","11/20/2025","P_033","1","20",,"2025","11","25"
14,"P_003","Product 003","Clothing","BrandD","95.83","145.24","119126","105","11/16/2025","P_003","1","15",,"2025","11","26"
14,"P_047","Product 047","Grocery","BrandC","237.02","303.44","119149","101","11/23/2025","P_047","1","10",,"2025","11","26"
16,"P_013","Product 013","Sports","BrandB","198.67","397.19","119110","101","11/22/2025","P_013","1","15",,"2025","11","27"
16,"P_022","Product 022","Sports","BrandB","188.76","337.73","119132","101","11/18/2025","P_022","2","15",,"2025","11","27"
16,"P_048","Product 048","Sports","BrandA","232.9","350.44","119178","105","11/7/2025","P_048","2","20",,"2025","11","27"
19,"P_009","Product 009","Clothing","BrandC","96.09","153.81","119121","105","11/20/2025","P_009","4","20",,"2025","11","28"
20,"P_014","Product 014","Grocery","BrandD","191.33","306.92","119122","108","11/9/2025","P_014","5","5",,"2025","11","29"
20,"P_031","Product 031","Clothing","BrandD","69.33","125.63","119107","102","11/2/2025","P_031","5","20",,"2025","11","29"
20,"P_037","Product 037","Clothing","BrandB","67.57","108.84","119114","107","11/30/2025","P_037","3","10",,"2025","11","29"
23,"P_029","Product 029","Home","BrandB","316.8","425.97","119092","102","11/12/2025","P_029","5","0",,"2025","11","31"
24,"P_006","Product 006","Grocery","BrandA","14.29","17.66","119093","102","11/25/2025","P_006","1","5",,"2025","11","32"
24,"P_025","Product 025","Electronics","BrandB","92.74","144.61","119102","104","11/27/2025","P_025","2","5",,"2025","11","32"
26,"P_024","Product 024","Electronics","BrandC","208.42","299.74","119101","104","11/22/2025","P_024","2","5",,"2025","11","33"
27,"P_001","Product 001","Home","BrandD","291.46","482.98","119190","102","11/21/2025","P_001","3","15",,"2025","11","34"
27,"P_020","Product 020","Home","BrandB","33.73","56.75","119141","107","11/12/2025","P_020","4","0",,"2025","11","34"
29,"P_021","Product 021","Grocery","BrandD","112.23","191.7","119102","102","11/27/2025","P_021","1","15",,"2025","11","35"
30,"P_038","Product 038","Sports","BrandC","324.13","448.92","119098","103","11/2/2025","P_038","5","15",,"2025","11","36"
31,"P_007","Product 007","Clothing","BrandD","133.42","217.47","119097","103","11/19/2025","P_007","5","10",,"2025","11","37"
31,"P_018","Product 018","Sports","BrandB","285.64","426.52","119152","106","11/4/2025","P_018","2","10",,"2025","11","37"
31,"P_026","Product 026","Clothing","BrandB","148.98","285.01","119236","105","11/21/2025","P_026","5","10",,"2025","11","37"
34,"P_041","Product 041","Home","BrandB","230.38","350.8","119090","108","11/20/2025","P_041","5","5",,"2025","11","39"
35,"P_028","Product 028","Grocery","BrandB","285.08","486.14","119108","104","11/14/2025","P_028","1","15",,"2025","11","40"
35,"P_034","Product 034","Electronics","BrandD","301.56","358.22","119105","102","11/11/2025","P_034","3","0",,"2025","11","40"
37,"P_017","Product 017","Home","BrandB","314.84","458.33","119089","107","11/1/2025","P_017","5","15",,"2025","11","41"
38,"P_046","Product 046","Electronics","BrandB","276","472","119106","108","11/15/2025","P_046","1","0",,"2025","11","42"
38,"P_050","Product 050","Home","BrandB","202.07","315.93","119100","102","11/25/2025","P_050","2","0",,"2025","11","42"
40,"P_004","Product 004","Sports","BrandC","89.45","155.17","119137","107","11/17/2025","P_004","3","0",,"2025","11","43"
40,"P_010","Product 010","Sports","BrandB","13.81","16.9","119141","101","11/12/2025","P_010","5","10",,"2025","11","43"
40,"P_011","Product 011","Home","BrandA","63.95","107.43","119127","101","11/16/2025","P_011","3","5",,"2025","11","43"
40,"P_023","Product 023","Home","BrandA","193.9","336.3","119119","104","11/4/2025","P_023","2","10",,"2025","11","43"
40,"P_032","Product 032","Home","BrandB","115.04","135.47","119120","103","11/27/2025","P_032","5","10",,"2025","11","43"
40,"P_035","Product 035","Clothing","BrandC","41.43","64.34","119147","106","11/27/2025","P_035","2","10",,"2025","11","43"
46,"P_027","Product 027","Clothing","BrandD","116.38","197.63","119104","106","11/26/2025","P_027","4","10",,"2025","11","48"
46,"P_045","Product 045","Grocery","BrandA","68.92","109.5","119095","107","11/23/2025","P_045","1","15",,"2025","11","48"
48,"P_016","Product 016","Grocery","BrandB","183.48","329.03","119091","104","11/17/2025","P_016","4","20",,"2025","11","56"
49,"P_030","Product 030","Home","BrandB","272.48","363.65","119120","105","11/27/2025","P_030","4","5",,"2025","11","61"
49,"P_036","Product 036","Sports","BrandD","115.24","225.27","119136","107","11/5/2025","P_036","2","0",,"2025","11","61"
1,"P_009","Product 009","Clothing","BrandC","96.09","153.81","119499","106","12/26/2025","P_009","4","0",,"2025","12","19"
1,"P_017","Product 017","Home","BrandB","314.84","458.33","119488","102","12/14/2025","P_017","1","0",,"2025","12","19"
3,"P_006","Product 006","Grocery","BrandA","14.29","17.66","119483","101","12/15/2025","P_006","1","20",,"2025","12","20"
4,"P_011","Product 011","Home","BrandA","63.95","107.43","119540","105","12/14/2025","P_011","5","5",,"2025","12","21"
4,"P_037","Product 037","Clothing","BrandB","67.57","108.84","119486","105","12/4/2025","P_037","2","15",,"2025","12","21"
6,"P_046","Product 046","Electronics","BrandB","276","472","119512","104","12/23/2025","P_046","1","15",,"2025","12","22"
7,"P_042","Product 042","Electronics","BrandD","54.28","78.27","119508","105","12/11/2025","P_042","1","5",,"2025","12","24"
8,"P_027","Product 027","Clothing","BrandD","116.38","197.63","119501","101","12/20/2025","P_027","3","20",,"2025","12","28"
9,"P_049","Product 049","Grocery","BrandD","372.65","441.43","119560","107","12/14/2025","P_049","5","20",,"2025","12","29"
10,"P_028","Product 028","Grocery","BrandB","285.08","486.14","119576","105","12/6/2025","P_028","4","15",,"2025","12","30"
11,"P_010","Product 010","Sports","BrandB","13.81","16.9","119492","102","12/27/2025","P_010","1","20",,"2025","12","31"
11,"P_012","Product 012","Clothing","BrandD","260.56","358.56","119487","108","12/25/2025","P_012","5","20",,"2025","12","31"
11,"P_014","Product 014","Grocery","BrandD","191.33","306.92","119518","101","12/12/2025","P_014","3","0",,"2025","12","31"
11,"P_025","Product 025","Electronics","BrandB","92.74","144.61","119489","101","12/11/2025","P_025","2","5",,"2025","12","31"
15,"P_001","Product 001","Home","BrandD","291.46","482.98","119552","104","12/21/2025","P_001","5","0",,"2025","12","33"
16,"P_039","Product 039","Electronics","BrandD","179.34","242.93","119485","101","12/27/2025","P_039","1","15",,"2025","12","34"
17,"P_007","Product 007","Clothing","BrandD","133.42","217.47","119519","106","12/3/2025","P_007","4","15",,"2025","12","35"
17,"P_023","Product 023","Home","BrandA","193.9","336.3","119493","107","12/8/2025","P_023","3","10",,"2025","12","35"
17,"P_029","Product 029","Home","BrandB","316.8","425.97","119496","106","12/14/2025","P_029","3","5",,"2025","12","35"
17,"P_035","Product 035","Clothing","BrandC","41.43","64.34","119632","105","12/15/2025","P_035","3","15",,"2025","12","35"
21,"P_034","Product 034","Electronics","BrandD","301.56","358.22","119493","101","12/8/2025","P_034","5","5",,"2025","12","36"
21,"P_044","Product 044","Grocery","BrandD","145.03","274.52","119514","106","12/28/2025","P_044","3","20",,"2025","12","36"
23,"P_008","Product 008","Clothing","BrandC","110.44","203.49","119524","103","12/19/2025","P_008","2","5",,"2025","12","37"
24,"P_013","Product 013","Sports","BrandB","198.67","397.19","119522","103","12/11/2025","P_013","2","15",,"2025","12","38"
24,"P_018","Product 018","Sports","BrandB","285.64","426.52","119482","107","12/9/2025","P_018","1","20",,"2025","12","38"
24,"P_021","Product 021","Grocery","BrandD","112.23","191.7","119503","105","12/4/2025","P_021","4","10",,"2025","12","38"
24,"P_031","Product 031","Clothing","BrandD","69.33","125.63","119513","102","12/4/2025","P_031","4","10",,"2025","12","38"
28,"P_004","Product 004","Sports","BrandC","89.45","155.17","119492","106","12/27/2025","P_004","2","10",,"2025","12","39"
28,"P_024","Product 024","Electronics","BrandC","208.42","299.74","119549","105","12/26/2025","P_024","1","10",,"2025","12","39"
28,"P_026","Product 026","Clothing","BrandB","148.98","285.01","119488","103","12/14/2025","P_026","3","15",,"2025","12","39"
28,"P_038","Product 038","Sports","BrandC","324.13","448.92","119480","104","12/1/2025","P_038","5","15",,"2025","12","39"
32,"P_050","Product 050","Home","BrandB","202.07","315.93","119510","106","12/14/2025","P_050","3","0",,"2025","12","40"
33,"P_005","Product 005","Sports","BrandD","58.75","90.98","119491","101","12/22/2025","P_005","1","20",,"2025","12","41"
33,"P_022","Product 022","Sports","BrandB","188.76","337.73","119523","107","12/15/2025","P_022","3","5",,"2025","12","41"
35,"P_030","Product 030","Home","BrandB","272.48","363.65","119487","101","12/25/2025","P_030","1","0",,"2025","12","42"
35,"P_040","Product 040","Grocery","BrandA","196.15","286.01","119533","105","12/25/2025","P_040","3","15",,"2025","12","42"
35,"P_047","Product 047","Grocery","BrandC","237.02","303.44","119494","107","12/17/2025","P_047","5","15",,"2025","12","42"
38,"P_043","Product 043","Home","BrandA","216.59","306.16","119511","104","12/29/2025","P_043","5","10",,"2025","12","43"
39,"P_048","Product 048","Sports","BrandA","232.9","350.44","119498","102","12/25/2025","P_048","1","0",,"2025","12","49"
40,"P_002","Product 002","Sports","BrandC","165.08","307.45","119536","101","12/4/2025","P_002","2","0",,"2025","12","50"
41,"P_003","Product 003","Clothing","BrandD","95.83","145.24","119586","106","12/11/2025","P_003","1","5",,"2025","12","52"
42,"P_015","Product 015","Home","BrandD","281.43","463.89","119495","107","12/2/2025","P_015","5","0",,"2025","12","55"
42,"P_036","Product 036","Sports","BrandD","115.24","225.27","119527","106","12/13/2025","P_036","2","15",,"2025","12","55"
44,"P_016","Product 016","Grocery","BrandB","183.48","329.03","119484","101","12/3/2025","P_016","2","15",,"2025","12","57"
45,"P_020","Product 020","Home","BrandB","33.73","56.75","119506","101","12/17/2025","P_020","2","10",,"2025","12","58"
46,"P_041","Product 041","Home","BrandB","230.38","350.8","119484","103","12/3/2025","P_041","3","0",,"2025","12","66"
47,"P_033","Product 033","Home","BrandC","17.69","29.81","119509","106","12/18/2025","P_033","5","20",,"2025","12","67"
48,"P_045","Product 045","Grocery","BrandA","68.92","109.5","119480","102","12/1/2025","P_045","5","20",,"2025","12","69"
49,"P_019","Product 019","Electronics","BrandB","170.91","230.23","119481","102","12/11/2025","P_019","3","15",,"2025","12","70"
50,"P_032","Product 032","Home","BrandB","115.04","135.47","119494","108","12/17/2025","P_032","5","10",,"2025","12","77"
1,"P_035","Product 035","Clothing","BrandC","41.43","64.34","115218","107","2/11/2025","P_035","2","10",,"2025","2","24"
2,"P_002","Product 002","Sports","BrandC","165.08","307.45","115309","104","2/18/2025","P_002","2","20",,"2025","2","26"
2,"P_008","Product 008","Clothing","BrandC","110.44","203.49","115170","108","2/15/2025","P_008","3","5",,"2025","2","26"
4,"P_050","Product 050","Home","BrandB","202.07","315.93","115165","104","2/8/2025","P_050","1","15",,"2025","2","30"
5,"P_013","Product 013","Sports","BrandB","198.67","397.19","115216","105","2/9/2025","P_013","5","5",,"2025","2","33"
5,"P_044","Product 044","Grocery","BrandD","145.03","274.52","115201","101","2/19/2025","P_044","3","10",,"2025","2","33"
7,"P_001","Product 001","Home","BrandD","291.46","482.98","115216","104","2/9/2025","P_001","2","5",,"2025","2","34"
8,"P_025","Product 025","Electronics","BrandB","92.74","144.61","115164","103","2/13/2025","P_025","5","5",,"2025","2","35"
8,"P_042","Product 042","Electronics","BrandD","54.28","78.27","115196","107","2/10/2025","P_042","2","15",,"2025","2","35"
10,"P_048","Product 048","Sports","BrandA","232.9","350.44","115232","101","2/8/2025","P_048","5","0",,"2025","2","36"
11,"P_016","Product 016","Grocery","BrandB","183.48","329.03","115178","105","2/23/2025","P_016","4","10",,"2025","2","39"
11,"P_018","Product 018","Sports","BrandB","285.64","426.52","115162","105","2/16/2025","P_018","3","15",,"2025","2","39"
11,"P_021","Product 021","Grocery","BrandD","112.23","191.7","115208","108","2/10/2025","P_021","1","5",,"2025","2","39"
11,"P_043","Product 043","Home","BrandA","216.59","306.16","115224","104","2/17/2025","P_043","5","10",,"2025","2","39"
11,"P_046","Product 046","Electronics","BrandB","276","472","115212","101","2/10/2025","P_046","2","15",,"2025","2","39"
16,"P_036","Product 036","Sports","BrandD","115.24","225.27","115192","101","2/11/2025","P_036","2","20",,"2025","2","40"
17,"P_006","Product 006","Grocery","BrandA","14.29","17.66","115175","103","2/5/2025","P_006","3","5",,"2025","2","41"
18,"P_041","Product 041","Home","BrandB","230.38","350.8","115181","108","2/3/2025","P_041","4","20",,"2025","2","42"
18,"P_045","Product 045","Grocery","BrandA","68.92","109.5","115246","105","2/8/2025","P_045","4","0",,"2025","2","42"
20,"P_011","Product 011","Home","BrandA","63.95","107.43","115163","101","2/10/2025","P_011","1","10",,"2025","2","43"
20,"P_028","Product 028","Grocery","BrandB","285.08","486.14","115187","108","2/10/2025","P_028","5","10",,"2025","2","43"
20,"P_031","Product 031","Clothing","BrandD","69.33","125.63","115172","104","2/26/2025","P_031","3","5",,"2025","2","43"
23,"P_004","Product 004","Sports","BrandC","89.45","155.17","115189","103","2/17/2025","P_004","2","10",,"2025","2","44"
24,"P_017","Product 017","Home","BrandB","314.84","458.33","115185","107","2/18/2025","P_017","3","15",,"2025","2","45"
24,"P_022","Product 022","Sports","BrandB","188.76","337.73","115190","103","2/7/2025","P_022","1","10",,"2025","2","45"
24,"P_024","Product 024","Electronics","BrandC","208.42","299.74","115170","107","2/15/2025","P_024","3","0",,"2025","2","45"
27,"P_020","Product 020","Home","BrandB","33.73","56.75","115194","103","2/26/2025","P_020","5","15",,"2025","2","46"
27,"P_037","Product 037","Clothing","BrandB","67.57","108.84","115209","108","2/17/2025","P_037","5","5",,"2025","2","46"
29,"P_007","Product 007","Clothing","BrandD","133.42","217.47","115184","105","2/19/2025","P_007","4","0",,"2025","2","47"
30,"P_005","Product 005","Sports","BrandD","58.75","90.98","115175","101","2/5/2025","P_005","3","5",,"2025","2","48"
30,"P_010","Product 010","Sports","BrandB","13.81","16.9","115211","104","2/11/2025","P_010","2","0",,"2025","2","48"
30,"P_014","Product 014","Grocery","BrandD","191.33","306.92","115192","104","2/11/2025","P_014","5","0",,"2025","2","48"
30,"P_027","Product 027","Clothing","BrandD","116.38","197.63","115175","105","2/5/2025","P_027","5","10",,"2025","2","48"
34,"P_047","Product 047","Grocery","BrandC","237.02","303.44","115167","101","2/8/2025","P_047","4","0",,"2025","2","49"
35,"P_026","Product 026","Clothing","BrandB","148.98","285.01","115189","106","2/17/2025","P_026","4","10",,"2025","2","50"
35,"P_029","Product 029","Home","BrandB","316.8","425.97","115172","102","2/26/2025","P_029","3","0",,"2025","2","50"
35,"P_049","Product 049","Grocery","BrandD","372.65","441.43","115180","105","2/20/2025","P_049","4","10",,"2025","2","50"
38,"P_033","Product 033","Home","BrandC","17.69","29.81","115160","108","2/15/2025","P_033","1","5",,"2025","2","51"
39,"P_003","Product 003","Clothing","BrandD","95.83","145.24","115200","106","2/20/2025","P_003","3","10",,"2025","2","53"
39,"P_023","Product 023","Home","BrandA","193.9","336.3","115161","105","2/21/2025","P_023","2","10",,"2025","2","53"
39,"P_032","Product 032","Home","BrandB","115.04","135.47","115166","104","2/19/2025","P_032","4","15",,"2025","2","53"
39,"P_039","Product 039","Electronics","BrandD","179.34","242.93","115177","108","2/5/2025","P_039","3","20",,"2025","2","53"
43,"P_034","Product 034","Electronics","BrandD","301.56","358.22","115159","107","2/2/2025","P_034","2","0",,"2025","2","54"
44,"P_012","Product 012","Clothing","BrandD","260.56","358.56","115161","107","2/21/2025","P_012","2","5",,"2025","2","57"
44,"P_015","Product 015","Home","BrandD","281.43","463.89","115179","101","2/28/2025","P_015","5","15",,"2025","2","57"
46,"P_009","Product 009","Clothing","BrandC","96.09","153.81","115171","107","2/2/2025","P_009","1","0",,"2025","2","59"
